Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,20n,C_0603_1608Metric,120.960000,-88.400000,270.000000,top
C2,20n,C_0603_1608Metric,133.750000,-83.400000,90.000000,top
C3,7n,C_0603_1608Metric,134.515000,-90.860000,0.000000,top
R1,330,R_0603_1608Metric,133.740000,-87.250000,270.000000,top
R2,27K,R_0603_1608Metric,130.230000,-78.420000,0.000000,top
R3,27K,R_0603_1608Metric,120.990000,-80.390000,90.000000,top
U1,SN74LS123DRG4,SOIC-16_3.9x9.9mm_P1.27mm,126.920000,-85.780000,270.000000,top
